    Snapshot	T-R Separation Distance (m)	Received Power (dBm)	Path Loss (dB)	RMS Delay Spread (ns)	
      35	                     46.7	          -33.3	          112.5	                13.1
      35	                     46.7	          -35.8	          115.0	                 5.9
      35	                     46.7	          -31.7	          111.0	                13.9
      35	                     46.7	          -37.4	          116.6	                30.6
      35	                     46.7	          -26.2	          105.4	                11.2
      35	                     46.7	          -40.3	          119.5	                13.2
      35	                     46.7	          -24.5	          103.7	                 1.0
      35	                     46.7	          -30.8	          110.1	                26.9
      35	                     46.7	          -45.8	          125.0	                30.3
      35	                     46.7	          -45.1	          124.3	                20.3
      35	                     46.7	          -46.4	          125.6	                25.7
      35	                     46.7	          -39.9	          119.1	                14.1
      35	                     46.7	          -38.1	          117.3	                13.4
      35	                     46.7	          -37.6	          116.8	                12.0
      35	                     46.7	          -26.4	          105.6	                 7.4
      35	                     46.7	          -40.0	          119.2	                13.3
      35	                     46.7	          -39.0	          118.2	                 7.5
      35	                     46.7	          -32.9	          112.2	                15.4
      35	                     46.7	          -36.9	          116.1	                17.2
      35	                     46.7	          -28.0	          107.3	                 4.6
      35	                     46.7	          -49.5	          128.7	                20.5
      35	                     46.7	          -43.8	          123.0	                 8.3
      35	                     46.7	          -35.7	          114.9	                 6.1
      35	                     46.7	          -32.7	          111.9	                20.8
      35	                     46.7	          -41.3	          120.5	                10.3
      35	                     46.7	          -53.3	          132.5	                15.6
      35	                     46.7	          -38.1	          117.3	                42.5
      35	                     46.7	          -37.4	          116.6	                17.2
      35	                     46.7	          -37.9	          117.1	                29.6
      35	                     46.7	          -43.9	          123.2	                22.6
      35	                     46.7	          -38.6	          117.8	                13.3
      35	                     46.7	          -43.6	          122.8	                17.8
      35	                     46.7	          -29.7	          108.9	                 2.0
      35	                     46.7	          -44.3	          123.5	                19.5
      35	                     46.7	          -50.1	          129.3	                40.8
      35	                     46.7	          -39.4	          118.6	                10.4
      35	                     46.7	          -37.9	          117.1	                16.0
      35	                     46.7	          -47.0	          126.2	                22.8
      35	                     46.7	          -44.8	          124.0	                26.9
      35	                     46.7	          -34.8	          114.0	                 7.8
      35	                     46.7	          -47.9	          127.1	                 8.3
      35	                     46.7	          -46.8	          126.0	                23.3
      35	                     46.7	          -37.6	          116.8	                12.2
      35	                     46.7	          -30.4	          109.7	                10.7
      35	                     46.7	          -37.7	          116.9	                 6.0
      35	                     46.7	          -21.7	          100.9	                 8.6
      35	                     46.7	          -47.9	          127.1	                25.6
      35	                     46.7	          -50.8	          130.0	                24.5
      35	                     46.7	          -41.8	          121.0	                21.3
      35	                     46.7	          -26.9	          106.1	                19.0
      35	                     46.7	          -28.3	          107.5	                 6.9
      35	                     46.7	          -68.6	          147.8	                29.3
      35	                     46.7	          -41.8	          121.0	                19.9
      35	                     46.7	          -48.3	          127.5	                13.7
      35	                     46.7	          -47.0	          126.2	                27.5
      35	                     46.7	          -46.5	          125.7	                37.2
      35	                     46.7	          -29.8	          109.0	                13.9
      35	                     46.7	          -49.3	          128.5	                18.7
      35	                     46.7	          -44.3	          123.5	                30.9
      35	                     46.7	          -40.6	          119.8	                13.2
      35	                     46.7	          -42.4	          121.6	                16.6
      35	                     46.7	          -31.6	          110.8	                14.1
      36	                     47.6	          -22.2	          101.4	                 5.3
      36	                     47.6	          -25.6	          104.8	                 3.4
      36	                     47.6	          -25.9	          105.2	                 1.1
      36	                     47.6	          -30.9	          110.1	                 1.4
      36	                     47.6	          -28.2	          107.4	                 4.2
      36	                     47.6	          -23.7	          103.0	                 0.7
      36	                     47.6	          -33.8	          113.0	                 9.0
      36	                     47.6	          -28.6	          107.8	                13.7
      36	                     47.6	          -29.9	          109.1	                 1.9
      36	                     47.6	          -28.2	          107.4	                 3.5
      36	                     47.6	          -30.7	          109.9	                 0.7
      36	                     47.6	          -33.2	          112.4	                 9.6
      36	                     47.6	          -33.0	          112.2	                 9.9
      36	                     47.6	          -29.3	          108.5	                13.1
      36	                     47.6	          -39.4	          118.7	                10.0
      36	                     47.6	          -37.2	          116.4	                 6.7
      36	                     47.6	          -34.2	          113.4	                20.1
      36	                     47.6	          -15.7	           94.9	                 1.2
      36	                     47.6	          -30.7	          109.9	                 2.5
      36	                     47.6	          -38.0	          117.2	                29.2
      36	                     47.6	          -41.9	          121.1	                33.7
      36	                     47.6	          -41.3	          120.5	                67.6
      36	                     47.6	          -45.8	          125.0	                38.3
      36	                     47.6	          -38.9	          118.1	                29.7
      36	                     47.6	          -44.8	          124.0	                59.4
      36	                     47.6	          -25.4	          104.7	                 9.4
      36	                     47.6	          -38.5	          117.7	                11.1
      36	                     47.6	          -44.4	          123.6	                43.5
      36	                     47.6	          -49.9	          129.1	                62.3
      36	                     47.6	          -22.2	          101.4	                 4.9
      36	                     47.6	          -40.7	          119.9	                59.8
      36	                     47.6	          -37.5	          116.8	                20.7
      36	                     47.6	          -38.7	          117.9	                13.8
      36	                     47.6	          -35.6	          114.9	                22.0
      36	                     47.6	          -41.1	          120.3	                28.1
      36	                     47.6	          -30.1	          109.3	                12.7
      36	                     47.6	          -39.4	          118.6	                15.4
      36	                     47.6	          -33.2	          112.4	                 4.2
      36	                     47.6	          -34.7	          113.9	                17.4
      36	                     47.6	          -50.5	          129.7	                31.6
      36	                     47.6	          -42.3	          121.5	                13.6
      36	                     47.6	          -42.8	          122.0	                23.0
      36	                     47.6	          -41.2	          120.5	                16.8
      36	                     47.6	          -41.1	          120.3	                13.7
      36	                     47.6	          -40.6	          119.9	                16.7
      36	                     47.6	          -29.3	          108.5	                 7.7
      36	                     47.6	          -43.9	          123.2	                21.9
      36	                     47.6	          -41.1	          120.3	                 9.6
      36	                     47.6	          -35.4	          114.6	                12.8
      36	                     47.6	          -30.7	          109.9	                 6.4
      36	                     47.6	          -33.5	          112.7	                 9.9
      36	                     47.6	          -47.5	          126.7	                26.5
      36	                     47.6	          -50.8	          130.0	                25.1
      36	                     47.6	          -35.9	          115.1	                 6.1
      36	                     47.6	          -39.3	          118.5	                23.6
      36	                     47.6	          -43.9	          123.2	                23.3
      36	                     47.6	          -57.0	          136.2	                17.1
      36	                     47.6	          -41.0	          120.2	                22.9
      36	                     47.6	          -40.8	          120.0	                25.4
      36	                     47.6	          -42.6	          121.8	                27.7
      36	                     47.6	          -44.1	          123.3	                23.7
      36	                     47.6	          -43.1	          122.3	                46.2
      36	                     47.6	          -46.2	          125.4	                24.3
      36	                     47.6	          -32.5	          111.7	                 3.1
      36	                     47.6	          -43.4	          122.7	                36.0
      36	                     47.6	          -34.6	          113.8	                10.0
      36	                     47.6	          -42.0	          121.2	                22.8
      36	                     47.6	          -39.0	          118.3	                10.9
      36	                     47.6	          -37.3	          116.5	                12.0
      36	                     47.6	          -47.8	          127.0	                28.7
      36	                     47.6	          -38.1	          117.3	                13.8
      36	                     47.6	          -51.7	          130.9	                17.6
      36	                     47.6	          -47.4	          126.6	                40.3
      36	                     47.6	          -39.7	          119.0	                31.3
      36	                     47.6	          -31.5	          110.7	                18.1
      36	                     47.6	          -40.7	          119.9	                15.5
      36	                     47.6	          -24.1	          103.4	                 5.6
      36	                     47.6	          -43.3	          122.5	                26.5
      36	                     47.6	          -44.3	          123.5	                20.9
      36	                     47.6	          -46.3	          125.5	                32.0
      36	                     47.6	          -29.4	          108.6	                 8.3
      36	                     47.6	          -31.2	          110.4	                 9.2
      36	                     47.6	          -54.6	          133.8	                 5.7
      36	                     47.6	          -41.1	          120.3	                17.3
      36	                     47.6	          -47.8	          127.0	                26.5
      36	                     47.6	          -51.3	          130.5	                43.5
      36	                     47.6	          -29.1	          108.3	                 6.7
      36	                     47.6	          -35.7	          114.9	                21.4
      36	                     47.6	          -49.1	          128.3	                32.2
      36	                     47.6	          -49.0	          128.2	                31.6
      36	                     47.6	          -45.4	          124.6	                36.2
      36	                     47.6	          -44.2	          123.5	                33.8
      36	                     47.6	          -34.1	          113.3	                11.7
      37	                     48.5	          -23.7	          102.9	                 4.1
      37	                     48.5	          -34.6	          113.8	                10.6
      37	                     48.5	          -32.2	          111.4	                 1.4
      37	                     48.5	          -33.9	          113.1	                 1.9
      37	                     48.5	          -30.4	          109.6	                 2.4
      37	                     48.5	          -14.0	           93.2	                 0.2
      37	                     48.5	          -35.1	          114.3	                 6.2
      37	                     48.5	          -32.0	          111.2	                12.7
      37	                     48.5	          -37.1	          116.3	                 2.8
      37	                     48.5	          -36.0	          115.2	                 6.9
      37	                     48.5	          -50.1	          129.3	                 5.2
      37	                     48.5	          -34.2	          113.4	                 6.0
      37	                     48.5	          -31.4	          110.6	                 3.6
      37	                     48.5	          -35.8	          115.0	                24.7
      37	                     48.5	          -31.0	          110.2	                 7.7
      37	                     48.5	          -34.6	          113.8	                 5.6
      37	                     48.5	          -39.7	          118.9	                26.8
      37	                     48.5	          -33.7	          112.9	                 4.2
      37	                     48.5	          -34.4	          113.6	                 5.5
      37	                     48.5	          -41.3	          120.5	                15.8
      37	                     48.5	          -45.3	          124.6	                29.6
      37	                     48.5	          -39.0	          118.2	                44.3
      37	                     48.5	          -48.5	          127.7	                39.2
      37	                     48.5	          -50.9	          130.1	                40.8
      37	                     48.5	          -46.2	          125.4	                55.2
      37	                     48.5	          -26.5	          105.7	                 7.2
      37	                     48.5	          -41.2	          120.4	                 8.4
      37	                     48.5	          -49.2	          128.4	                39.2
      37	                     48.5	          -45.9	          125.1	                23.8
      37	                     48.5	          -41.1	          120.3	                 8.8
      37	                     48.5	          -42.3	          121.5	                37.9
      37	                     48.5	          -38.8	          118.0	                16.8
      37	                     48.5	          -28.3	          107.5	                 4.0
      37	                     48.5	          -34.7	          113.9	                22.1
      37	                     48.5	          -44.0	          123.3	                19.2
      37	                     48.5	          -38.3	          117.5	                25.6
      37	                     48.5	          -41.8	          121.0	                12.2
      37	                     48.5	          -26.8	          106.0	                 1.2
      37	                     48.5	          -40.0	          119.2	                26.6
      37	                     48.5	          -52.9	          132.1	                46.4
      37	                     48.5	          -45.3	          124.5	                19.6
      37	                     48.5	          -40.7	          119.9	                13.5
      37	                     48.5	          -48.6	          127.9	                32.9
      37	                     48.5	          -43.7	          122.9	                 9.1
      37	                     48.5	          -46.9	          126.1	                23.8
      37	                     48.5	          -32.0	          111.2	                 4.5
      37	                     48.5	          -33.1	          112.3	                 4.1
      37	                     48.5	          -27.2	          106.4	                 2.2
      37	                     48.5	          -39.4	          118.6	                13.9
      37	                     48.5	          -37.3	          116.5	                 7.8
      37	                     48.5	          -39.7	          118.9	                17.7
      37	                     48.5	          -44.3	          123.5	                 5.5
      37	                     48.5	          -51.4	          130.7	                17.2
      37	                     48.5	          -21.7	          100.9	                 1.2
      37	                     48.5	          -46.3	          125.5	                24.4
      37	                     48.5	          -33.6	          112.8	                 4.5
      37	                     48.5	          -62.9	          142.1	                23.1
      37	                     48.5	          -43.1	          122.4	                19.6
      37	                     48.5	          -49.3	          128.5	                20.6
      37	                     48.5	          -49.0	          128.2	                25.6
      37	                     48.5	          -39.1	          118.3	                16.5
      37	                     48.5	          -49.4	          128.6	                32.7
      37	                     48.5	          -43.9	          123.1	                 7.8
      37	                     48.5	          -21.2	          100.4	                 0.6
      37	                     48.5	          -52.9	          132.1	                38.7
      37	                     48.5	          -44.4	          123.6	                14.1
      37	                     48.5	          -49.0	          128.2	                27.0
      37	                     48.5	          -41.8	          121.0	                12.2
      37	                     48.5	          -48.8	          128.0	                24.4
      37	                     48.5	          -38.1	          117.3	                 5.9
      37	                     48.5	          -47.4	          126.6	                25.7
      37	                     48.5	          -42.1	          121.3	                 2.4
      37	                     48.5	          -43.1	          122.3	                13.5
      37	                     48.5	          -46.6	          125.8	                26.2
      37	                     48.5	          -27.3	          106.5	                 8.9
      37	                     48.5	          -41.4	          120.7	                10.5
      37	                     48.5	          -29.4	          108.6	                 9.1
      37	                     48.5	          -40.2	          119.4	                 9.1
      37	                     48.5	          -39.5	          118.7	                 3.2
      37	                     48.5	          -36.8	          116.1	                 6.6
      37	                     48.5	          -34.2	          113.5	                 8.2
      37	                     48.5	          -44.4	          123.6	                22.5
      37	                     48.5	          -66.4	          145.6	                19.5
      37	                     48.5	          -38.7	          117.9	                16.6
      37	                     48.5	          -52.9	          132.1	                26.6
      37	                     48.5	          -43.6	          122.8	                11.0
      37	                     48.5	          -47.3	          126.5	                19.7
      37	                     48.5	          -42.3	          121.5	                22.9
      37	                     48.5	          -44.1	          123.3	                 3.9
      37	                     48.5	          -55.2	          134.4	                27.2
      37	                     48.5	          -44.4	          123.6	                15.6
      37	                     48.5	          -51.7	          130.9	                35.7
      37	                     48.5	          -38.4	          117.6	                10.9
      38	                     49.4	          -28.5	          107.7	                 6.5
      38	                     49.4	          -33.1	          112.3	                17.3
      38	                     49.4	          -18.3	           97.6	                 0.5
      38	                     49.4	          -33.5	          112.7	                 5.3
      38	                     49.4	          -18.1	           97.4	                 2.1
      38	                     49.4	          -30.8	          110.1	                 1.7
      38	                     49.4	          -34.9	          114.1	                12.0
      38	                     49.4	          -35.4	          114.6	                 5.3
      38	                     49.4	          -27.8	          107.0	                 4.3
      38	                     49.4	          -27.2	          106.4	                 1.7
      38	                     49.4	          -30.5	          109.7	                 0.6
      38	                     49.4	          -33.1	          112.3	                 3.3
      38	                     49.4	          -33.6	          112.9	                 3.2
      38	                     49.4	          -19.9	           99.1	                 3.3
      38	                     49.4	          -36.1	          115.3	                 4.6
      38	                     49.4	          -44.8	          124.0	                20.1
      38	                     49.4	          -35.3	          114.5	                16.9
      38	                     49.4	          -31.2	          110.4	                 4.7
      38	                     49.4	          -35.7	          114.9	                 3.4
      38	                     49.4	          -31.7	          110.9	                10.0
      38	                     49.4	          -51.0	          130.2	                68.6
      38	                     49.4	          -47.2	          126.4	                58.9
      38	                     49.4	          -42.8	          122.0	                67.5
      38	                     49.4	          -41.8	          121.0	                52.5
      38	                     49.4	          -53.6	          132.8	                67.1
      38	                     49.4	          -31.6	          110.9	                14.7
      38	                     49.4	          -30.3	          109.5	                 5.2
      38	                     49.4	          -47.5	          126.7	                81.3
      38	                     49.4	          -45.8	          125.0	                79.9
      38	                     49.4	          -38.9	          118.2	                28.8
      38	                     49.4	          -27.5	          106.7	                 5.8
      38	                     49.4	          -44.3	          123.5	                52.2
      38	                     49.4	          -43.4	          122.6	                23.6
      38	                     49.4	          -41.1	          120.3	                37.2
      38	                     49.4	          -38.2	          117.4	                16.5
      38	                     49.4	          -23.5	          102.7	                 2.3
      38	                     49.4	          -42.3	          121.5	                13.1
      38	                     49.4	          -47.0	          126.3	                11.9
      38	                     49.4	          -24.7	          103.9	                 4.1
      38	                     49.4	          -49.3	          128.5	                32.5
      38	                     49.4	          -51.4	          130.6	                23.6
      38	                     49.4	          -46.8	          126.1	                28.2
      38	                     49.4	          -48.6	          127.8	                23.0
      38	                     49.4	          -37.7	          116.9	                 9.3
      38	                     49.4	          -38.1	          117.3	                 7.6
      38	                     49.4	          -39.7	          118.9	                22.4
      38	                     49.4	          -42.4	          121.6	                24.0
      38	                     49.4	          -39.0	          118.2	                 7.7
      38	                     49.4	          -29.0	          108.2	                15.2
      38	                     49.4	          -27.9	          107.1	                 2.2
      38	                     49.4	          -30.6	          109.8	                 7.2
      38	                     49.4	          -50.9	          130.1	                30.7
      38	                     49.4	          -51.6	          130.8	                19.4
      38	                     49.4	          -35.1	          114.3	                 5.1
      38	                     49.4	          -38.7	          117.9	                21.8
      38	                     49.4	          -45.6	          124.8	                36.7
      38	                     49.4	          -50.6	          129.8	                11.0
      38	                     49.4	          -39.2	          118.4	                15.6
      38	                     49.4	          -40.1	          119.3	                17.8
      38	                     49.4	          -43.1	          122.3	                18.9
      38	                     49.4	          -46.0	          125.2	                20.6
      38	                     49.4	          -40.4	          119.6	                35.1
      38	                     49.4	          -44.9	          124.1	                33.8
      38	                     49.4	          -37.5	          116.7	                 5.5
      38	                     49.4	          -44.9	          124.1	                29.7
      38	                     49.4	          -46.1	          125.3	                43.5
      38	                     49.4	          -40.4	          119.6	                 9.2
      38	                     49.4	          -30.1	          109.3	                 5.9
      38	                     49.4	          -49.1	          128.3	                34.4
      38	                     49.4	          -44.8	          124.0	                33.3
      38	                     49.4	          -37.7	          116.9	                 6.2
      38	                     49.4	          -48.6	          127.8	                17.6
      38	                     49.4	          -47.9	          127.1	                44.6
      38	                     49.4	          -29.8	          109.0	                 4.8
      38	                     49.4	          -33.3	          112.5	                12.0
      38	                     49.4	          -34.0	          113.2	                 2.6
      38	                     49.4	          -25.8	          105.0	                 7.5
      38	                     49.4	          -47.0	          126.2	                45.6
      38	                     49.4	          -48.5	          127.7	                24.6
      38	                     49.4	          -44.4	          123.6	                29.0
      38	                     49.4	          -20.9	          100.2	                11.3
      38	                     49.4	          -32.0	          111.2	                15.1
      38	                     49.4	          -66.5	          145.7	                26.9
      38	                     49.4	          -47.0	          126.2	                23.8
      38	                     49.4	          -52.5	          131.7	                18.3
      38	                     49.4	          -50.0	          129.2	                40.5
      38	                     49.4	          -45.4	          124.6	                38.0
      38	                     49.4	          -31.6	          110.8	                 8.2
      38	                     49.4	          -47.6	          126.8	                26.6
      38	                     49.4	          -47.2	          126.4	                22.6
      38	                     49.4	          -44.2	          123.4	                30.8
      38	                     49.4	          -44.9	          124.1	                24.8
      38	                     49.4	          -29.7	          108.9	                10.4
      39	                     50.2	          -19.9	           99.1	                 3.1
      39	                     50.2	          -29.3	          108.5	                 1.1
      39	                     50.2	          -16.8	           96.0	                 0.7
      39	                     50.2	          -25.7	          104.9	                 1.7
      39	                     50.2	          -23.4	          102.6	                 2.6
      39	                     50.2	          -34.7	          113.9	                 1.8
      39	                     50.2	          -30.4	          109.6	                 6.6
      39	                     50.2	          -40.0	          119.2	                 2.4
      39	                     50.2	          -32.5	          111.7	                 5.8
      39	                     50.2	          -38.6	          117.8	                 9.1
      39	                     50.2	          -22.1	          101.3	                 0.5
      39	                     50.2	          -36.3	          115.5	                11.3
      39	                     50.2	          -35.8	          115.0	                 1.6
      39	                     50.2	          -26.9	          106.1	                 5.7
      39	                     50.2	          -39.3	          118.5	                18.1
      39	                     50.2	          -40.5	          119.7	                12.1
      39	                     50.2	          -41.4	          120.6	                23.5
      39	                     50.2	          -42.0	          121.2	                10.3
      39	                     50.2	          -33.8	          113.1	                28.1
      39	                     50.2	          -36.9	          116.1	                20.4
      39	                     50.2	          -44.0	          123.2	                22.0
      39	                     50.2	          -46.9	          126.1	                68.6
      39	                     50.2	          -47.0	          126.2	                73.9
      39	                     50.2	          -47.2	          126.4	                64.4
      39	                     50.2	          -45.9	          125.2	                67.1
      39	                     50.2	          -24.5	          103.7	                 8.7
      39	                     50.2	          -36.5	          115.7	                34.2
      39	                     50.2	          -50.3	          129.5	                74.6
      39	                     50.2	          -48.0	          127.2	                77.7
      39	                     50.2	          -47.9	          127.2	                51.8
      39	                     50.2	          -42.5	          121.8	                15.6
      39	                     50.2	          -34.7	          114.0	                15.7
      39	                     50.2	          -40.1	          119.3	                10.1
      39	                     50.2	          -48.8	          128.0	                17.3
      39	                     50.2	          -45.3	          124.5	                26.9
      39	                     50.2	          -48.4	          127.6	                29.8
      39	                     50.2	          -30.9	          110.1	                 6.4
      39	                     50.2	          -55.0	          134.2	                16.9
      39	                     50.2	          -32.0	          111.2	                 6.7
      39	                     50.2	          -57.7	          136.9	                50.3
      39	                     50.2	          -49.0	          128.2	                38.6
      39	                     50.2	          -46.2	          125.4	                19.6
      39	                     50.2	          -46.1	          125.3	                17.3
      39	                     50.2	          -51.6	          130.8	                26.3
      39	                     50.2	          -43.6	          122.8	                22.2
      39	                     50.2	          -36.7	          115.9	                 6.2
      39	                     50.2	          -43.7	          122.9	                23.3
      39	                     50.2	          -38.9	          118.1	                 6.9
      39	                     50.2	          -55.3	          134.6	                31.3
      39	                     50.2	          -36.8	          116.1	                18.7
      39	                     50.2	          -37.9	          117.1	                19.6
      39	                     50.2	          -41.8	          121.0	                18.0
      39	                     50.2	          -37.0	          116.2	                 4.0
      39	                     50.2	          -56.4	          135.6	                23.4
      39	                     50.2	          -21.9	          101.1	                 1.8
      39	                     50.2	          -48.3	          127.5	                56.3
      39	                     50.2	          -56.9	          136.1	                19.6
      39	                     50.2	          -45.8	          125.1	                36.9
      39	                     50.2	          -45.1	          124.3	                25.8
      39	                     50.2	          -51.9	          131.1	                34.0
      39	                     50.2	          -48.9	          128.1	                36.8
      39	                     50.2	          -46.2	          125.4	                63.1
      39	                     50.2	          -53.3	          132.6	                54.1
      39	                     50.2	          -42.4	          121.6	                 5.0
      39	                     50.2	          -48.4	          127.6	                48.2
      39	                     50.2	          -50.6	          129.8	                59.2
      39	                     50.2	          -44.7	          123.9	                22.4
      39	                     50.2	          -35.5	          114.7	                 9.2
      39	                     50.2	          -52.1	          131.3	                53.3
      39	                     50.2	          -48.2	          127.4	                51.9
      39	                     50.2	          -43.1	          122.3	                22.1
      39	                     50.2	          -53.1	          132.3	                20.8
      39	                     50.2	          -49.3	          128.5	                60.4
      39	                     50.2	          -36.4	          115.6	                12.4
      39	                     50.2	          -30.8	          110.0	                 9.1
      39	                     50.2	          -45.9	          125.1	                13.7
      40	                     51.1	          -21.2	          100.4	                 3.1
      40	                     51.1	          -29.3	          108.5	                 3.5
      40	                     51.1	          -17.3	           96.5	                 0.6
      40	                     51.1	          -31.3	          110.5	                 6.1
      40	                     51.1	          -24.2	          103.4	                 1.1
      40	                     51.1	          -29.8	          109.0	                 2.4
      40	                     51.1	          -34.4	          113.6	                 3.8
      40	                     51.1	          -33.4	          112.6	                 4.1
      40	                     51.1	          -23.8	          103.1	                 1.4
      40	                     51.1	          -35.9	          115.1	                 6.3
      40	                     51.1	          -21.0	          100.2	                 0.2
      40	                     51.1	          -33.6	          112.8	                12.8
      40	                     51.1	          -25.7	          104.9	                 0.9
      40	                     51.1	          -42.7	          121.9	                18.0
      40	                     51.1	          -32.5	          111.7	                 8.0
      40	                     51.1	          -38.7	          117.9	                10.1
      40	                     51.1	          -34.6	          113.8	                12.9
      40	                     51.1	          -34.6	          113.8	                 4.3
      40	                     51.1	          -35.5	          114.7	                19.3
      40	                     51.1	          -38.5	          117.7	                18.1
      40	                     51.1	          -37.8	          117.0	                16.2
      40	                     51.1	          -46.9	          126.1	                70.2
      40	                     51.1	          -49.5	          128.7	                59.0
      40	                     51.1	          -49.0	          128.2	                66.5
      40	                     51.1	          -43.8	          123.0	                44.8
      40	                     51.1	          -27.5	          106.8	                13.3
      40	                     51.1	          -38.9	          118.1	                13.0
      40	                     51.1	          -49.7	          128.9	                64.6
      40	                     51.1	          -47.0	          126.2	                75.2
      40	                     51.1	          -47.1	          126.3	                61.0
      40	                     51.1	          -49.1	          128.3	                30.8
      40	                     51.1	          -44.5	          123.7	                51.2
      40	                     51.1	          -47.1	          126.3	                30.4
      40	                     51.1	          -45.6	          124.8	                89.7
      40	                     51.1	          -48.7	          127.9	                35.2
      40	                     51.1	          -49.2	          128.4	                44.0
      40	                     51.1	          -47.5	          126.7	                44.6
      40	                     51.1	          -54.7	          133.9	                34.7
      40	                     51.1	          -47.4	          126.7	                28.3
      40	                     51.1	          -61.3	          140.6	                64.7
      40	                     51.1	          -42.6	          121.8	                26.9
      40	                     51.1	          -50.3	          129.5	                50.6
      40	                     51.1	          -46.4	          125.6	                18.9
      40	                     51.1	          -51.8	          131.1	                57.8
      40	                     51.1	          -48.6	          127.8	                19.4
      40	                     51.1	          -42.0	          121.2	                10.4
      40	                     51.1	          -40.3	          119.5	                21.7
      40	                     51.1	          -55.4	          134.6	                41.6
      40	                     51.1	          -32.5	          111.7	                 4.3
      40	                     51.1	          -41.0	          120.2	                27.1
      40	                     51.1	          -47.4	          126.6	                20.1
      40	                     51.1	          -45.0	          124.2	                16.7
      40	                     51.1	          -31.1	          110.3	                 4.0
      40	                     51.1	          -59.8	          139.1	                38.0
      40	                     51.1	          -23.1	          102.3	                 1.8
      41	                     52.0	          -21.2	          100.4	                 3.1
      41	                     52.0	          -29.3	          108.5	                 3.5
      41	                     52.0	          -17.3	           96.5	                 0.6
      41	                     52.0	          -31.3	          110.5	                 6.1
      41	                     52.0	          -24.2	          103.4	                 1.1
      41	                     52.0	          -29.8	          109.0	                 2.4
      41	                     52.0	          -34.4	          113.6	                 3.8
      41	                     52.0	          -33.4	          112.6	                 4.0
      41	                     52.0	          -23.8	          103.1	                 1.4
      41	                     52.0	          -35.9	          115.1	                 6.2
      41	                     52.0	          -21.0	          100.2	                 0.2
      41	                     52.0	          -33.6	          112.8	                12.8
      41	                     52.0	          -25.7	          104.9	                 0.9
      41	                     52.0	          -42.7	          121.9	                17.5
      41	                     52.0	          -32.5	          111.7	                 8.0
      41	                     52.0	          -38.7	          117.9	                10.1
      41	                     52.0	          -34.6	          113.8	                12.9
      41	                     52.0	          -34.6	          113.8	                 4.3
      41	                     52.0	          -35.5	          114.7	                19.3
      41	                     52.0	          -38.5	          117.7	                18.0
      41	                     52.0	          -37.8	          117.0	                16.2
      41	                     52.0	          -46.9	          126.1	                70.2
      41	                     52.0	          -49.5	          128.7	                59.0
      41	                     52.0	          -49.0	          128.2	                66.5
      41	                     52.0	          -43.8	          123.0	                44.8
      41	                     52.0	          -27.5	          106.8	                13.3
      41	                     52.0	          -38.9	          118.1	                13.0
      41	                     52.0	          -49.7	          128.9	                64.5
      41	                     52.0	          -47.0	          126.2	                75.2
      41	                     52.0	          -47.1	          126.3	                61.0
      41	                     52.0	          -49.1	          128.3	                30.8
      41	                     52.0	          -44.5	          123.7	                50.9
      41	                     52.0	          -47.1	          126.3	                30.4
      41	                     52.0	          -45.6	          124.8	                89.6
